SMT Query ID ,VC Name
        3982 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:613:9: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (body assertion: Inlined precondition of lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained)
        3983 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:613:9: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (measure decreases)
        3984 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:613:9: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (postcondition)
        3985 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:613:9: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (precond. (call lemmaInsertStrictlySortedDoesNotModif...))
        3986 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:619:17: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (postcondition)
        3987 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:621:20: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (precond. (call containsKey[B](insertStrictlySorted[B...))
        3988 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:621:20: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (precond. (call containsKey[B](insertStrictlySorted[B...))
        3989 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:621:32: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (precond. (call insertStrictlySorted[B](l, newKey, ne...))"
        3990 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:621:32: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (precond. (call insertStrictlySorted[B](l, newKey, ne...))"
        3991 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:621:53: lemmaInsertStrictlySortedDoesNotModifyOtherKeysNotContained (non-negative measure)
        3992 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:427:9: lemmaInsertStrictlySortedErasesIfSameKey (body assertion: Inlined precondition of lemmaInsertStrictlySortedErasesIfSameKey)
        3993 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:427:9: lemmaInsertStrictlySortedErasesIfSameKey (measure decreases)
        3994 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:427:9: lemmaInsertStrictlySortedErasesIfSameKey (postcondition)
        3995 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:427:9: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call lemmaInsertStrictlySortedErasesIfSame...))
        3996 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:429:17: lemmaInsertStrictlySortedErasesIfSameKey (postcondition)
        3997 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:433:5: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](insertStrictl...))
        3998 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:433:5: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](insertStrictl...))
        3999 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:434:7: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](l, key1, v1)))"
        4000 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:434:7: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](l, key1, v1)))"
        4001 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:437:10: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](l, key1, v2)))"
        4002 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:437:10: lemmaInsertStrictlySortedErasesIfSameKey (precond. (call insertStrictlySorted[B](l, key1, v2)))"
        4003 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:438:7: lemmaInsertStrictlySortedErasesIfSameKey (non-negative measure)
        4004 ,lemmaInsertStrictlySortedNotContainedContent (body assertion: match exhaustiveness)
        4005 ,lemmaInsertStrictlySortedNotContainedContent (measure decreases)
        4006 ,lemmaInsertStrictlySortedNotContainedContent (postcondition)
        4007 ,lemmaInsertStrictlySortedNotContainedContent (postcondition)
        4008 ,lemmaInsertStrictlySortedNotContainedContent (postcondition)
        4009 ,lemmaInsertStrictlySortedNotContainedContent (precond. (call lemmaInsertStrictlySortedNotContained... (require 1/2)))
        4010 ,lemmaInsertStrictlySortedNotContainedContent (precond. (call lemmaInsertStrictlySortedNotContained... (require 2/2)))
        4011 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:649:15: lemmaInsertStrictlySortedNotContainedContent (non-negative measure)
        4012 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:654:14: lemmaInsertStrictlySortedNotContainedContent (precond. (call containsKey[B](l, newKey)))"
        4013 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:657:45: lemmaInsertStrictlySortedNotContainedContent (precond. (call insertStrictlySorted[B](l, newKey, ne...))"
        4014 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:657:45: lemmaInsertStrictlySortedNotContainedContent (precond. (call insertStrictlySorted[B](l, newKey, ne...))"
        4015 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:657:45: lemmaInsertStrictlySortedNotContainedContent (precond. (call insertStrictlySorted[B](l, newKey, ne...))"
        4016 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:324:14: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call containsKey[B](l, key1)))"
        4017 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (body assertion: Inlined precondition (1/2) of lemmaInsertStrictlySortedThenRemoveIsSame)
        4018 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (body assertion: Inlined precondition (2/2) of lemmaInsertStrictlySortedThenRemoveIsSame)
        4019 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (measure decreases)
        4020 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (postcondition)
        4021 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call lemmaInsertStrictlySortedThenRemoveIs... (require 1/2)))
        4022 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:329:9: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call lemmaInsertStrictlySortedThenRemoveIs... (require 2/2)))
        4023 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:331:17: lemmaInsertStrictlySortedThenRemoveIsSame (postcondition)
        4024 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:334:19: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call removeStrictlySorted[B](insertStrictl...))
        4025 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:334:19: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call removeStrictlySorted[B](insertStrictl...))
        4026 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:334:40: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call insertStrictlySorted[B](l, key1, v1)))"
        4027 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:334:40: lemmaInsertStrictlySortedThenRemoveIsSame (precond. (call insertStrictlySorted[B](l, key1, v1)))"
        4028 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:334:84: lemmaInsertStrictlySortedThenRemoveIsSame (non-negative measure)
        4029 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3713:15: lemmaKeyInListMapIsInArray (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 2/4)))"
        4030 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3713:15: lemmaKeyInListMapIsInArray (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 4/4)))"
        4031 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3714:15: lemmaKeyInListMapIsInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 1/4)))"
        4032 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3714:15: lemmaKeyInListMapIsInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 2/4)))"
        4033 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3714:15: lemmaKeyInListMapIsInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 3/4)))"
        4034 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3714:15: lemmaKeyInListMapIsInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 4/4)))"
        4035 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
        4036 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
        4037 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
        4038 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
        4039 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
        4040 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
        4041 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
        4042 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
        4043 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3717:9: lemmaKeyInListMapIsInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
        4044 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (1/10) of lemmaListMapContainsThenArrayContainsFrom)
        4045 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (10/10) of lemmaListMapContainsThenArrayContainsFrom)
        4046 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (2/10) of lemmaListMapContainsThenArrayContainsFrom)
        4047 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (3/10) of lemmaListMapContainsThenArrayContainsFrom)
        4048 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (4/10) of lemmaListMapContainsThenArrayContainsFrom)
        4049 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (5/10) of lemmaListMapContainsThenArrayContainsFrom)
        4050 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (6/10) of lemmaListMapContainsThenArrayContainsFrom)
        4051 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (7/10) of lemmaListMapContainsThenArrayContainsFrom)
        4052 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (8/10) of lemmaListMapContainsThenArrayContainsFrom)
        4053 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (body assertion: Inlined precondition (9/10) of lemmaListMapContainsThenArrayContainsFrom)
        4054 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (postcondition)
        4055 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 1/10)))
        4056 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 10/10)))
        4057 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 2/10)))
        4058 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 3/10)))
        4059 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 4/10)))
        4060 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 5/10)))
        4061 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 6/10)))
        4062 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 7/10)))
        4063 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 8/10)))
        4064 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3720:7: lemmaKeyInListMapIsInArray (precond. (call lemmaListMapContainsThenArrayContains... (require 9/10)))
        4065 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3733:41: lemmaKeyInListMapIsInArray (precond. (call arrayContainsKey(_keys, k, 0) (require 1/3)))"
        4066 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3733:41: lemmaKeyInListMapIsInArray (precond. (call arrayContainsKey(_keys, k, 0) (require 2/3)))"
        4067 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3733:41: lemmaKeyInListMapIsInArray (precond. (call arrayContainsKey(_keys, k, 0) (require 3/3)))"
        4068 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:516:15: lemmaKeyInListMapThenSameValueInArray (postcondition)
        4069 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:516:15: lemmaKeyInListMapThenSameValueInArray (postcondition)
        4070 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3618:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 2/4)))"
        4071 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3618:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 4/4)))"
        4072 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3619:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 1/4)))"
        4073 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3619:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 2/4)))"
        4074 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3619:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 3/4)))"
        4075 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3619:15: lemmaKeyInListMapThenSameValueInArray (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 4/4)))"
        4076 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
        4077 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
        4078 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
        4079 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
        4080 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
        4081 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
        4082 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
        4083 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
        4084 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3622:9: lemmaKeyInListMapThenSameValueInArray (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
        4085 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (1/9) of lemmaKeyInListMapIsInArray)
        4086 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (2/9) of lemmaKeyInListMapIsInArray)
        4087 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (3/9) of lemmaKeyInListMapIsInArray)
        4088 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (4/9) of lemmaKeyInListMapIsInArray)
        4089 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (5/9) of lemmaKeyInListMapIsInArray)
        4090 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (6/9) of lemmaKeyInListMapIsInArray)
        4091 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (7/9) of lemmaKeyInListMapIsInArray)
        4092 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (8/9) of lemmaKeyInListMapIsInArray)
        4093 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3629:9: lemmaKeyInListMapThenSameValueInArray (body assertion: Inlined precondition (9/9) of lemmaKeyInListMapIsInArray)
